YEAR,MONTH,DAY,HOUR,VALUE
2020,3,30,10,16.0
2020,3,30,11,13.0
2020,3,30,12,11.0
2020,3,30,13,13.0
2020,3,30,14,14.0
2020,3,30,15,16.0
2020,3,30,16,17.0
2020,3,30,17,12.0
2020,3,30,18,14.0
2020,3,30,19,14.0
2020,3,30,20,13.0
2020,3,30,21,11.0
2020,3,30,22,10.0
2020,3,30,23,9.0
2020,3,31,0,7.0
2020,3,31,1,6.0
2020,3,31,2,5.0
2020,3,31,3,5.0
2020,3,31,4,5.0
2020,3,31,5,5.0
2020,3,31,6,7.0
2020,3,31,7,13.0
2020,3,31,8,18.0
2020,3,31,9,23.0
2020,3,31,10,26.0
2020,3,31,11,25.0
2020,3,31,12,23.0
2020,3,31,13,23.0
2020,3,31,14,34.0
2020,3,31,15,36.0
2020,3,31,16,36.0
2020,3,31,17,44.0
2020,3,31,18,42.0
2020,3,31,19,37.0
2020,3,31,20,48.0
2020,3,31,21,28.0
2020,3,31,22,17.0
2020,3,31,23,19.0
2020,4,1,0,18.0
2020,4,1,1,17.0
2020,4,1,2,22.0
2020,4,1,3,25.0
2020,4,1,4,15.0
2020,4,1,5,19.0
2020,4,1,6,18.0
2020,4,1,7,23.0
2020,4,1,8,47.0
2020,4,1,9,47.0
2020,4,1,10,34.0
2020,4,1,11,20.0
2020,4,1,12,13.0
2020,4,1,13,9.0
2020,4,1,14,7.0
2020,4,1,15,6.0
2020,4,1,16,6.0
2020,4,1,17,6.0
2020,4,1,18,6.0
2020,4,1,19,6.0
2020,4,1,20,9.0
2020,4,1,21,20.0
2020,4,1,22,30.0
2020,4,1,23,24.0
2020,4,2,0,17.0
2020,4,2,1,43.0
2020,4,2,2,44.0
2020,4,2,3,27.0
2020,4,2,4,29.0
2020,4,2,5,24.0
2020,4,2,6,24.0
2020,4,2,7,30.0
2020,4,2,8,42.0
2020,4,2,9,32.0
2020,4,2,10,19.0
2020,4,2,11,17.0
2020,4,2,12,13.0
2020,4,2,13,11.0
2020,4,2,14,12.0
2020,4,2,15,9.0
2020,4,2,16,10.0
2020,4,2,17,10.0
2020,4,2,18,12.0
2020,4,2,19,14.0
2020,4,2,20,20.0
2020,4,2,21,19.0
2020,4,2,22,16.0
2020,4,2,23,14.0
2020,4,3,0,13.0
2020,4,3,1,11.0
2020,4,3,2,10.0
2020,4,3,3,11.0
2020,4,3,4,13.0
2020,4,3,5,14.0
2020,4,3,6,20.0
2020,4,3,7,33.0
2020,4,3,8,40.0
2020,4,3,9,33.0
2020,4,3,10,24.0
2020,4,3,11,20.0
2020,4,3,12,19.0
2020,4,3,13,19.0
2020,4,3,14,13.0
2020,4,3,15,10.0
2020,4,3,16,10.0
2020,4,3,17,10.0
2020,4,3,18,10.0
2020,4,3,19,10.0
2020,4,3,20,13.0
2020,4,3,21,24.0
2020,4,3,22,35.0
2020,4,3,23,45.0
2020,4,4,0,63.0
2020,4,4,1,55.0
2020,4,4,2,47.0
2020,4,4,3,25.0
2020,4,4,4,17.0
2020,4,4,5,17.0
2020,4,4,6,22.0
2020,4,4,7,28.0
2020,4,4,8,27.0
2020,4,4,9,21.0
2020,4,4,10,14.0
2020,4,4,11,11.0
2020,4,4,12,8.0
2020,4,4,13,5.0
2020,4,4,14,7.0
2020,4,4,15,5.0
2020,4,4,16,5.0
2020,4,4,17,5.0
2020,4,4,18,6.0
2020,4,4,19,7.0
2020,4,4,20,7.0
2020,4,4,21,9.0
2020,4,4,22,8.0
2020,4,4,23,8.0
2020,4,5,0,7.0
2020,4,5,1,7.0
2020,4,5,2,7.0
2020,4,5,3,6.0
2020,4,5,4,5.0
2020,4,5,5,10.0
2020,4,5,6,11.0
2020,4,5,7,9.0
2020,4,5,8,17.0
2020,4,5,9,11.0
2020,4,5,10,8.0
2020,4,5,11,7.0
2020,4,5,12,6.0
2020,4,5,13,4.0
2020,4,5,14,5.0
2020,4,5,15,4.0
2020,4,5,16,4.0
2020,4,5,17,4.0
2020,4,5,18,4.0
2020,4,5,19,5.0
2020,4,5,20,9.0
2020,4,5,21,18.0
2020,4,5,22,22.0
2020,4,5,23,15.0
2020,4,6,0,10.0
2020,4,6,1,11.0
2020,4,6,2,11.0
2020,4,6,3,17.0
2020,4,6,4,17.0
2020,4,6,5,14.0
2020,4,6,6,19.0
2020,4,6,7,29.0
2020,4,6,8,21.0
2020,4,6,9,21.0
2020,4,6,10,22.0
2020,4,6,11,11.0
2020,4,6,12,13.0
2020,4,6,13,6.0
2020,4,6,14,6.0
2020,4,6,15,5.0
2020,4,6,16,5.0
2020,4,6,17,5.0
2020,4,6,18,5.0
2020,4,6,19,8.0
2020,4,6,20,10.0
2020,4,6,21,10.0
2020,4,6,22,9.0
2020,4,6,23,21.0
2020,4,7,0,12.0
2020,4,7,1,13.0
2020,4,7,2,7.0
2020,4,7,3,5.0
2020,4,7,4,6.0
2020,4,7,5,17.0
2020,4,7,6,32.0
2020,4,7,7,39.0
2020,4,7,8,35.0
2020,4,7,9,30.0
2020,4,7,10,19.0
2020,4,7,11,15.0
2020,4,7,12,12.0
2020,4,7,13,8.0
2020,4,7,14,9.0
2020,4,7,15,9.0
2020,4,7,16,10.0
2020,4,7,17,9.0
2020,4,7,18,8.0
2020,4,7,19,14.0
2020,4,7,20,18.0
2020,4,7,21,18.0
2020,4,7,22,18.0
2020,4,7,23,25.0
2020,4,8,0,23.0
2020,4,8,1,22.0
2020,4,8,2,24.0
2020,4,8,3,27.0
2020,4,8,4,23.0
2020,4,8,5,24.0
2020,4,8,6,15.0
2020,4,8,7,22.0
2020,4,8,8,34.0
2020,4,8,9,29.0
2020,4,8,10,22.0
2020,4,8,11,20.0
2020,4,8,12,15.0
2020,4,8,13,12.0
2020,4,8,14,11.0
2020,4,8,15,7.0
2020,4,8,16,5.0
2020,4,8,17,4.0
2020,4,8,18,4.0
2020,4,8,19,5.0
2020,4,8,20,7.0
2020,4,8,21,17.0
2020,4,8,22,30.0
2020,4,8,23,28.0
2020,4,9,0,44.0
2020,4,9,1,34.0
2020,4,9,2,11.0
2020,4,9,3,9.0
2020,4,9,4,8.0
2020,4,9,5,11.0
2020,4,9,6,17.0
2020,4,9,7,20.0
2020,4,9,8,26.0
2020,4,9,9,21.0
2020,4,9,10,19.0
2020,4,9,11,17.0
2020,4,9,12,11.0
2020,4,9,13,12.0
2020,4,9,14,10.0
2020,4,9,15,10.0
2020,4,9,16,9.0
2020,4,9,17,12.0
2020,4,9,18,13.0
2020,4,9,19,15.0
2020,4,9,20,22.0
2020,4,9,21,23.0
2020,4,9,22,19.0
2020,4,9,23,8.0
2020,4,10,0,8.0
2020,4,10,1,6.0
2020,4,10,2,5.0
2020,4,10,3,10.0
2020,4,10,4,8.0
2020,4,10,5,9.0
2020,4,10,6,14.0
2020,4,10,7,12.0
2020,4,10,8,15.0
2020,4,10,9,16.0
2020,4,10,10,14.0
2020,4,10,11,16.0
2020,4,10,12,13.0
2020,4,10,13,12.0
2020,4,10,14,12.0
2020,4,10,15,14.0
2020,4,10,16,14.0
2020,4,10,17,15.0
2020,4,10,18,16.0
2020,4,10,19,17.0
2020,4,10,20,19.0
2020,4,10,21,22.0
2020,4,10,22,9.0
2020,4,10,23,6.0
2020,4,11,0,6.0
2020,4,11,1,6.0
2020,4,11,2,8.0
2020,4,11,3,6.0
2020,4,11,4,8.0
2020,4,11,5,8.0
2020,4,11,6,16.0
2020,4,11,7,15.0
2020,4,11,8,17.0
2020,4,11,9,15.0
2020,4,11,10,14.0
2020,4,11,11,11.0
2020,4,11,12,10.0
2020,4,11,13,10.0
2020,4,11,14,9.0
2020,4,11,15,7.0
2020,4,11,16,5.0
2020,4,11,17,5.0
2020,4,11,18,4.0
2020,4,11,19,5.0
2020,4,11,20,7.0
2020,4,11,21,10.0
2020,4,11,22,16.0
2020,4,11,23,15.0
2020,4,12,0,16.0
2020,4,12,1,7.0
2020,4,12,2,5.0
2020,4,12,3,6.0
2020,4,12,4,7.0
2020,4,12,5,5.0
2020,4,12,6,9.0
2020,4,12,7,11.0
2020,4,12,8,9.0
2020,4,12,9,12.0
2020,4,12,10,8.0
2020,4,12,11,5.0
2020,4,12,12,4.0
2020,4,12,13,3.0
2020,4,12,14,4.0
2020,4,12,15,3.0
2020,4,12,16,2.0
2020,4,12,17,2.0
2020,4,12,18,3.0
2020,4,12,19,3.0
2020,4,12,20,5.0
2020,4,12,21,12.0
2020,4,12,22,15.0
2020,4,12,23,15.0
2020,4,13,0,9.0
2020,4,13,1,9.0
2020,4,13,2,11.0
2020,4,13,3,6.0
2020,4,13,4,11.0
2020,4,13,5,7.0
2020,4,13,6,11.0
2020,4,13,7,22.0
2020,4,13,8,32.0
2020,4,13,9,25.0
2020,4,13,10,26.0
2020,4,13,11,23.0
2020,4,13,12,19.0
2020,4,13,13,16.0
2020,4,13,14,13.0
2020,4,13,15,12.0
2020,4,13,16,10.0
2020,4,13,17,4.0
2020,4,13,18,8.0
2020,4,13,19,7.0
2020,4,13,20,16.0
2020,4,13,21,24.0
2020,4,13,22,26.0
2020,4,13,23,30.0
2020,4,14,0,34.0
2020,4,14,1,34.0
2020,4,14,2,14.0
2020,4,14,3,9.0
2020,4,14,4,15.0
2020,4,14,5,10.0
2020,4,14,6,10.0
2020,4,14,7,20.0
2020,4,14,8,42.0
2020,4,14,9,33.0
2020,4,14,10,28.0
2020,4,14,11,26.0
2020,4,14,12,25.0
2020,4,14,13,14.0
2020,4,14,14,19.0
2020,4,14,15,17.0
2020,4,14,16,14.0
2020,4,14,17,14.0
2020,4,14,18,16.0
2020,4,14,19,21.0
2020,4,14,20,23.0
2020,4,14,21,27.0
2020,4,14,22,26.0
2020,4,14,23,16.0
2020,4,15,0,9.0
2020,4,15,1,13.0
2020,4,15,2,9.0
2020,4,15,3,8.0
2020,4,15,4,8.0
2020,4,15,5,9.0
2020,4,15,6,11.0
2020,4,15,7,19.0
2020,4,15,8,25.0
2020,4,15,9,20.0
2020,4,15,10,28.0
2020,4,15,11,38.0
2020,4,15,12,25.0
2020,4,15,13,15.0
2020,4,15,14,12.0
2020,4,15,15,9.0
2020,4,15,16,8.0
2020,4,15,17,8.0
2020,4,15,18,10.0
2020,4,15,19,11.0
2020,4,15,20,12.0
2020,4,15,21,14.0
2020,4,15,22,13.0
2020,4,15,23,8.0
2020,4,16,0,9.0
2020,4,16,1,15.0
2020,4,16,2,16.0
2020,4,16,3,12.0
2020,4,16,4,14.0
2020,4,16,5,15.0
2020,4,16,6,16.0
2020,4,16,7,26.0
2020,4,16,8,36.0
2020,4,16,9,30.0
2020,4,16,10,16.0
2020,4,16,11,14.0
2020,4,16,12,13.0
2020,4,16,13,11.0
2020,4,16,14,11.0
2020,4,16,15,9.0
2020,4,16,16,9.0
2020,4,16,17,7.0
2020,4,16,18,7.0
2020,4,16,19,8.0
2020,4,16,20,10.0
2020,4,16,21,15.0
2020,4,16,22,15.0
2020,4,16,23,12.0
2020,4,17,0,9.0
2020,4,17,1,6.0
2020,4,17,2,10.0
2020,4,17,3,11.0
2020,4,17,4,8.0
2020,4,17,5,5.0
2020,4,17,6,12.0
2020,4,17,7,31.0
2020,4,17,8,42.0
2020,4,17,9,44.0
2020,4,17,10,23.0
2020,4,17,11,13.0
2020,4,17,12,9.0
2020,4,17,13,10.0
2020,4,17,14,6.0
2020,4,17,15,5.0
2020,4,17,16,4.0
2020,4,17,17,5.0
2020,4,17,18,5.0
2020,4,17,19,6.0
2020,4,17,20,7.0
2020,4,17,21,16.0
2020,4,17,22,19.0
2020,4,17,23,20.0
2020,4,18,0,18.0
2020,4,18,1,30.0
2020,4,18,2,37.0
2020,4,18,3,26.0
2020,4,18,4,21.0
2020,4,18,5,21.0
2020,4,18,6,24.0
2020,4,18,7,24.0
2020,4,18,8,28.0
2020,4,18,9,26.0
2020,4,18,10,22.0
2020,4,18,11,14.0
2020,4,18,12,10.0
2020,4,18,13,7.0
2020,4,18,14,8.0
2020,4,18,15,8.0
2020,4,18,16,5.0
2020,4,18,17,5.0
2020,4,18,18,5.0
2020,4,18,19,6.0
2020,4,18,20,10.0
2020,4,18,21,13.0
2020,4,18,22,13.0
2020,4,18,23,14.0
2020,4,19,0,12.0
2020,4,19,1,9.0
2020,4,19,2,9.0
2020,4,19,3,7.0
2020,4,19,4,8.0
2020,4,19,5,9.0
2020,4,19,6,12.0
2020,4,19,7,13.0
2020,4,19,8,15.0
2020,4,19,9,12.0
2020,4,19,10,10.0
2020,4,19,11,7.0
2020,4,19,12,7.0
2020,4,19,13,8.0
2020,4,19,14,10.0
2020,4,19,15,10.0
2020,4,19,16,7.0
2020,4,19,17,6.0
2020,4,19,18,7.0
2020,4,19,19,14.0
2020,4,19,20,21.0
2020,4,19,21,17.0
2020,4,19,22,10.0
2020,4,19,23,14.0
2020,4,20,0,12.0
2020,4,20,1,13.0
2020,4,20,2,18.0
2020,4,20,3,15.0
2020,4,20,4,24.0
2020,4,20,5,19.0
2020,4,20,6,15.0
2020,4,20,7,26.0
2020,4,20,9,35.0
2020,4,20,10,40.0
2020,4,20,11,44.0
2020,4,20,13,8.0
2020,4,20,14,7.0
2020,4,20,15,6.0
2020,4,20,16,5.0
2020,4,20,17,4.0
2020,4,20,18,4.0
2020,4,20,19,6.0
2020,4,20,20,6.0
2020,4,20,21,8.0
2020,4,20,22,9.0
2020,4,20,23,9.0
2020,4,21,0,8.0
2020,4,21,1,9.0
2020,4,21,2,5.0
2020,4,21,3,7.0
2020,4,21,4,4.0
2020,4,21,5,3.0
2020,4,21,6,4.0
2020,4,21,7,8.0
2020,4,21,8,10.0
2020,4,21,9,12.0
2020,4,21,10,17.0
2020,4,21,11,9.0
2020,4,21,12,7.0
2020,4,21,13,6.0
2020,4,21,14,8.0
2020,4,21,15,7.0
2020,4,21,16,6.0
2020,4,21,17,5.0
2020,4,21,18,7.0
2020,4,21,19,10.0
2020,4,21,20,13.0
2020,4,21,21,17.0
2020,4,21,22,13.0
2020,4,21,23,12.0
2020,4,22,0,10.0
2020,4,22,1,11.0
2020,4,22,2,13.0
2020,4,22,3,20.0
2020,4,22,4,22.0
2020,4,22,5,27.0
2020,4,22,6,24.0
2020,4,22,7,34.0
2020,4,22,8,54.0
2020,4,22,9,46.0
2020,4,22,10,28.0
2020,4,22,11,20.0
2020,4,22,12,15.0
2020,4,22,13,12.0
2020,4,22,14,12.0
2020,4,22,15,10.0
2020,4,22,16,9.0
2020,4,22,17,8.0
2020,4,22,18,8.0
2020,4,22,19,8.0
2020,4,22,20,10.0
2020,4,22,21,17.0
2020,4,22,22,16.0
2020,4,22,23,10.0
2020,4,23,0,11.0
2020,4,23,1,10.0
2020,4,23,2,16.0
2020,4,23,3,10.0
2020,4,23,4,11.0
2020,4,23,5,9.0
2020,4,23,6,18.0
2020,4,23,7,27.0
2020,4,23,8,38.0
2020,4,23,9,35.0
2020,4,23,10,27.0
2020,4,23,11,21.0
2020,4,23,12,27.0
2020,4,23,13,20.0
2020,4,23,14,20.0
2020,4,23,15,14.0
2020,4,23,16,16.0
2020,4,23,17,11.0
2020,4,23,18,8.0
2020,4,23,19,7.0
2020,4,23,20,9.0
2020,4,23,21,16.0
2020,4,23,22,22.0
2020,4,23,23,25.0
2020,4,24,0,31.0
2020,4,24,1,28.0
2020,4,24,2,20.0
2020,4,24,3,14.0
2020,4,24,4,16.0
2020,4,24,5,15.0
2020,4,24,6,19.0
2020,4,24,7,34.0
2020,4,24,8,40.0
2020,4,24,9,32.0
2020,4,24,10,22.0
2020,4,24,11,19.0
2020,4,24,12,15.0
2020,4,24,13,13.0
2020,4,24,14,15.0
2020,4,24,15,11.0
2020,4,24,16,7.0
2020,4,24,17,4.0
2020,4,24,18,4.0
2020,4,24,19,4.0
2020,4,24,20,6.0
2020,4,24,21,10.0
2020,4,24,22,13.0
2020,4,24,23,13.0
2020,4,25,0,9.0
2020,4,25,1,9.0
2020,4,25,2,9.0
2020,4,25,3,7.0
2020,4,25,4,7.0
2020,4,25,5,11.0
2020,4,25,6,14.0
2020,4,25,7,19.0
2020,4,25,8,24.0
2020,4,25,9,15.0
2020,4,25,10,15.0
2020,4,25,11,10.0
2020,4,25,12,9.0
2020,4,25,13,7.0
2020,4,25,14,6.0
2020,4,25,15,5.0
2020,4,25,16,4.0
2020,4,25,17,6.0
2020,4,25,18,7.0
2020,4,25,19,7.0
2020,4,25,20,8.0
2020,4,25,21,10.0
2020,4,25,22,12.0
2020,4,25,23,16.0
2020,4,26,0,10.0
2020,4,26,1,11.0
2020,4,26,2,12.0
2020,4,26,3,10.0
2020,4,26,4,8.0
2020,4,26,5,9.0
2020,4,26,6,7.0
2020,4,26,7,11.0
2020,4,26,8,10.0
2020,4,26,9,7.0
2020,4,26,10,5.0
2020,4,26,11,5.0
2020,4,26,12,4.0
2020,4,26,13,4.0
2020,4,26,14,3.0
2020,4,26,15,3.0
2020,4,26,16,2.0
2020,4,26,17,3.0
2020,4,26,18,3.0
2020,4,26,19,3.0
2020,4,26,20,4.0
2020,4,26,21,5.0
2020,4,26,22,5.0
2020,4,26,23,4.0
2020,4,27,0,4.0
2020,4,27,1,5.0
2020,4,27,2,4.0
2020,4,27,3,5.0
2020,4,27,4,6.0
2020,4,27,5,6.0
2020,4,27,6,8.0
2020,4,27,7,14.0
2020,4,27,8,33.0
2020,4,27,9,18.0
2020,4,27,10,11.0
2020,4,27,11,6.0
2020,4,27,12,5.0
2020,4,27,13,5.0
2020,4,27,14,6.0
2020,4,27,15,5.0
2020,4,27,16,4.0
2020,4,27,17,5.0
2020,4,27,18,5.0
2020,4,27,19,4.0
2020,4,27,20,6.0
2020,4,27,21,8.0
2020,4,27,22,11.0
2020,4,27,23,7.0
2020,4,28,0,8.0
2020,4,28,1,6.0
2020,4,28,2,6.0
2020,4,28,3,6.0
2020,4,28,4,6.0
2020,4,28,5,7.0
2020,4,28,6,8.0
2020,4,28,7,23.0
2020,4,28,8,23.0
2020,4,28,9,16.0
2020,4,28,10,11.0
2020,4,28,11,9.0
2020,4,28,12,8.0
2020,4,28,13,6.0
2020,4,28,14,7.0
2020,4,28,15,4.0
2020,4,28,16,4.0
2020,4,28,17,5.0
2020,4,28,18,4.0
2020,4,28,19,5.0
2020,4,28,20,6.0
2020,4,28,21,7.0
2020,4,28,22,6.0
2020,4,28,23,8.0
2020,4,29,0,7.0
2020,4,29,1,7.0
2020,4,29,2,7.0
2020,4,29,3,7.0
2020,4,29,4,7.0
2020,4,29,5,6.0
2020,4,29,6,9.0
2020,4,29,7,22.0
2020,4,29,8,43.0
2020,4,29,9,39.0
2020,4,29,10,15.0
2020,4,29,11,8.0
2020,4,29,12,5.0
2020,4,29,13,5.0
2020,4,29,14,5.0
2020,4,29,15,5.0
2020,4,29,16,4.0
2020,4,29,17,4.0
2020,4,29,18,5.0
2020,4,29,19,4.0
2020,4,29,20,5.0
2020,4,29,21,6.0
2020,4,29,22,5.0
2020,4,29,23,4.0
2020,4,30,0,3.0
2020,4,30,1,3.0
2020,4,30,2,4.0
2020,4,30,3,4.0
2020,4,30,4,3.0
2020,4,30,5,3.0
2020,4,30,6,5.0
2020,4,30,7,10.0
2020,4,30,8,15.0
2020,4,30,9,12.0
2020,4,30,10,6.0
2020,4,30,11,6.0
2020,4,30,12,6.0
2020,4,30,13,5.0
2020,4,30,14,5.0
2020,4,30,15,5.0
2020,4,30,16,3.0
2020,4,30,17,4.0
2020,4,30,18,4.0
2020,4,30,19,4.0
2020,4,30,20,5.0
2020,4,30,21,7.0
2020,4,30,22,6.0
2020,4,30,23,4.0
2020,5,1,0,3.0
2020,5,1,1,4.0
2020,5,1,2,4.0
2020,5,1,3,3.0
2020,5,1,4,3.0
2020,5,1,5,3.0
2020,5,1,6,4.0
2020,5,1,7,11.0
2020,5,1,8,7.0
2020,5,1,9,3.0
2020,5,1,10,3.0
2020,5,1,11,3.0
2020,5,1,12,3.0
2020,5,1,13,3.0
2020,5,1,14,3.0
2020,5,1,15,2.0
2020,5,1,16,2.0
2020,5,1,17,2.0
2020,5,1,18,2.0
2020,5,1,19,3.0
2020,5,1,20,4.0
2020,5,1,21,6.0
2020,5,1,22,5.0
2020,5,1,23,4.0
2020,5,2,0,4.0
2020,5,2,1,5.0
2020,5,2,2,6.0
2020,5,2,3,5.0
2020,5,2,4,4.0
2020,5,2,5,11.0
2020,5,2,6,7.0
2020,5,2,7,17.0
2020,5,2,8,20.0
2020,5,2,9,18.0
2020,5,2,10,16.0
2020,5,2,11,6.0
2020,5,2,12,5.0
2020,5,2,13,4.0
2020,5,2,14,4.0
2020,5,2,15,3.0
2020,5,2,16,3.0
2020,5,2,17,2.0
2020,5,2,18,3.0
2020,5,2,19,3.0
2020,5,2,20,3.0
2020,5,2,21,6.0
2020,5,2,22,8.0
2020,5,2,23,8.0
2020,5,3,0,6.0
2020,5,3,1,10.0
2020,5,3,2,14.0
2020,5,3,3,17.0
2020,5,3,4,22.0
2020,5,3,5,26.0
2020,5,3,6,17.0
2020,5,3,7,15.0
2020,5,3,8,17.0
2020,5,3,9,13.0
2020,5,3,10,15.0
2020,5,3,11,10.0
2020,5,3,12,6.0
2020,5,3,13,5.0
2020,5,3,14,4.0
2020,5,3,15,3.0
2020,5,3,16,3.0
2020,5,3,17,3.0
2020,5,3,18,4.0
2020,5,3,19,3.0
2020,5,3,20,6.0
2020,5,3,21,35.0
2020,5,3,22,51.0
2020,5,3,23,48.0
2020,5,4,0,48.0
2020,5,4,1,34.0
2020,5,4,2,23.0
2020,5,4,3,13.0
2020,5,4,4,21.0
2020,5,4,5,10.0
2020,5,4,6,11.0
2020,5,4,7,24.0
2020,5,4,8,28.0
2020,5,4,9,32.0
2020,5,4,10,35.0
2020,5,4,11,30.0
2020,5,4,12,35.0
2020,5,4,13,30.0
2020,5,4,14,32.0
2020,5,4,15,40.0
2020,5,4,16,26.0
2020,5,4,17,6.0
2020,5,4,18,6.0
2020,5,4,19,4.0
2020,5,4,20,5.0
2020,5,4,21,5.0
2020,5,4,22,5.0
2020,5,4,23,5.0
2020,5,5,0,5.0
2020,5,5,1,7.0
2020,5,5,2,12.0
2020,5,5,3,6.0
2020,5,5,4,4.0
2020,5,5,5,5.0
2020,5,5,6,10.0
2020,5,5,7,18.0
2020,5,5,8,24.0
2020,5,5,9,16.0
2020,5,5,10,15.0
2020,5,5,11,9.0
2020,5,5,12,6.0
2020,5,5,13,6.0
2020,5,5,14,6.0
2020,5,5,15,5.0
2020,5,5,16,5.0
2020,5,5,17,4.0
2020,5,5,18,4.0
2020,5,5,19,4.0
2020,5,5,20,5.0
2020,5,5,21,9.0
2020,5,5,22,12.0
2020,5,5,23,11.0
2020,5,6,0,7.0
2020,5,6,1,8.0
2020,5,6,2,9.0
2020,5,6,3,12.0
2020,5,6,4,14.0
2020,5,6,5,18.0
2020,5,6,6,20.0
2020,5,6,7,35.0
2020,5,6,8,47.0
2020,5,6,9,47.0
2020,5,6,10,44.0
2020,5,6,11,26.0
2020,5,6,12,21.0
2020,5,6,13,21.0
2020,5,6,14,19.0
2020,5,6,15,17.0
2020,5,6,16,18.0
2020,5,6,17,15.0
2020,5,6,18,12.0
2020,5,6,19,10.0
2020,5,6,20,11.0
2020,5,6,21,15.0
2020,5,6,22,28.0
2020,5,6,23,42.0
2020,5,7,0,35.0
2020,5,7,1,43.0
2020,5,7,2,19.0
2020,5,7,3,12.0
2020,5,7,4,11.0
2020,5,7,5,8.0
2020,5,7,6,12.0
2020,5,7,7,22.0
2020,5,7,8,28.0
2020,5,7,9,32.0
2020,5,7,10,31.0
2020,5,7,11,27.0
2020,5,7,12,23.0
2020,5,7,13,12.0
2020,5,7,14,11.0
2020,5,7,15,11.0
2020,5,7,16,9.0
2020,5,7,17,9.0
2020,5,7,18,6.0
2020,5,7,19,6.0
2020,5,7,20,6.0
2020,5,7,21,7.0
2020,5,7,22,7.0
2020,5,7,23,6.0
2020,5,8,0,6.0
2020,5,8,1,8.0
2020,5,8,2,6.0
2020,5,8,3,9.0
2020,5,8,4,13.0
2020,5,8,5,8.0
2020,5,8,6,12.0
2020,5,8,7,35.0
2020,5,8,8,51.0
2020,5,8,9,27.0
2020,5,8,10,21.0
2020,5,8,11,16.0
2020,5,8,12,18.0
2020,5,8,13,12.0
2020,5,8,14,12.0
2020,5,8,15,9.0
2020,5,8,16,6.0
2020,5,8,17,5.0
2020,5,8,18,5.0
2020,5,8,19,5.0
2020,5,8,20,7.0
2020,5,8,21,8.0
2020,5,8,22,7.0
2020,5,8,23,11.0
2020,5,9,0,7.0
2020,5,9,1,24.0
2020,5,9,2,12.0
2020,5,9,3,4.0
2020,5,9,4,6.0
2020,5,9,5,13.0
2020,5,9,6,8.0
2020,5,9,7,7.0
2020,5,9,8,6.0
2020,5,9,9,6.0
2020,5,9,10,6.0
2020,5,9,11,4.0
2020,5,9,12,4.0
2020,5,9,13,3.0
2020,5,9,14,3.0
2020,5,9,15,3.0
2020,5,9,16,2.0
2020,5,9,17,2.0
2020,5,9,18,3.0
2020,5,9,19,2.0
2020,5,9,20,3.0
2020,5,9,21,4.0
2020,5,9,22,4.0
2020,5,9,23,3.0
2020,5,10,0,3.0
2020,5,10,1,4.0
2020,5,10,2,3.0
2020,5,10,3,3.0
2020,5,10,4,3.0
2020,5,10,5,6.0
2020,5,10,6,6.0
2020,5,10,7,10.0
2020,5,10,8,3.0
2020,5,10,9,2.0
2020,5,10,10,3.0
2020,5,10,11,2.0
2020,5,10,12,2.0
2020,5,10,13,2.0
2020,5,10,14,2.0
2020,5,10,15,2.0
2020,5,10,16,2.0
2020,5,10,17,1.0
2020,5,10,18,1.0
2020,5,10,19,2.0
2020,5,10,20,2.0
2020,5,10,21,4.0
2020,5,10,22,4.0
2020,5,10,23,4.0
2020,5,11,0,3.0
2020,5,11,1,4.0
2020,5,11,2,4.0
2020,5,11,3,5.0
2020,5,11,4,5.0
2020,5,11,5,3.0
2020,5,11,6,5.0
2020,5,11,7,10.0
2020,5,11,8,18.0
2020,5,11,9,12.0
2020,5,11,10,14.0
2020,5,11,11,6.0
2020,5,11,12,5.0
2020,5,11,13,4.0
2020,5,11,14,4.0
2020,5,11,15,4.0
2020,5,11,16,5.0
2020,5,11,17,4.0
2020,5,11,18,4.0
2020,5,11,19,5.0
2020,5,11,20,5.0
2020,5,11,21,7.0
2020,5,11,22,6.0
2020,5,11,23,5.0
2020,5,12,0,5.0
2020,5,12,1,7.0
2020,5,12,2,8.0
2020,5,12,3,4.0
2020,5,12,4,3.0
2020,5,12,5,4.0
2020,5,12,6,5.0
2020,5,12,7,15.0
2020,5,12,8,41.0
2020,5,12,9,33.0
2020,5,12,10,30.0
2020,5,12,11,29.0
2020,5,12,12,28.0
2020,5,12,13,21.0
2020,5,12,14,15.0
2020,5,12,15,13.0
2020,5,12,16,14.0
2020,5,12,17,18.0
2020,5,12,18,13.0
2020,5,12,19,12.0
2020,5,12,20,10.0
2020,5,12,21,9.0
2020,5,12,22,10.0
2020,5,12,23,14.0
2020,5,13,0,5.0
2020,5,13,1,6.0
2020,5,13,2,6.0
2020,5,13,3,4.0
2020,5,13,4,3.0
2020,5,13,5,3.0
2020,5,13,6,5.0
2020,5,13,7,13.0
2020,5,13,8,19.0
2020,5,13,9,19.0
2020,5,13,10,12.0
2020,5,13,11,10.0
2020,5,13,12,8.0
2020,5,13,13,8.0
2020,5,13,14,6.0
2020,5,13,15,5.0
2020,5,13,16,7.0
2020,5,13,17,6.0
2020,5,13,18,6.0
2020,5,13,19,7.0
2020,5,13,20,7.0
2020,5,13,21,13.0
2020,5,13,22,14.0
2020,5,13,23,16.0
2020,5,14,0,22.0
2020,5,14,1,21.0
2020,5,14,2,16.0
2020,5,14,3,13.0
2020,5,14,4,11.0
2020,5,14,5,11.0
2020,5,14,6,4.0
