YEAR,MONTH,DAY,HOUR,VALUE
2020,2,14,12,46.0
2020,2,14,13,45.0
2020,2,14,14,46.0
2020,2,14,15,49.0
2020,2,14,16,55.0
2020,2,14,17,65.0
2020,2,14,18,71.0
2020,2,14,19,78.0
2020,2,14,20,75.0
2020,2,14,21,72.0
2020,2,14,22,68.0
2020,2,14,23,60.0
2020,2,15,0,59.0
2020,2,15,1,65.0
2020,2,15,2,46.0
2020,2,15,3,42.0
2020,2,15,4,38.0
2020,2,15,5,43.0
2020,2,15,6,39.0
2020,2,15,7,31.0
2020,2,15,8,41.0
2020,2,15,9,40.0
2020,2,15,10,46.0
2020,2,15,11,52.0
2020,2,15,12,50.0
2020,2,15,13,38.0
2020,2,15,14,34.0
2020,2,15,15,27.0
2020,2,15,16,18.0
2020,2,15,17,23.0
2020,2,15,18,32.0
2020,2,15,19,57.0
2020,2,15,20,59.0
2020,2,15,21,75.0
2020,2,15,22,78.0
2020,2,15,23,72.0
2020,2,16,0,58.0
2020,2,16,1,64.0
2020,2,16,2,53.0
2020,2,16,3,47.0
2020,2,16,4,39.0
2020,2,16,5,47.0
2020,2,16,6,38.0
2020,2,16,7,36.0
2020,2,16,8,34.0
2020,2,16,9,41.0
2020,2,16,10,44.0
2020,2,16,11,41.0
2020,2,16,12,40.0
2020,2,16,13,28.0
2020,2,16,14,17.0
2020,2,16,15,14.0
2020,2,16,16,13.0
2020,2,16,17,14.0
2020,2,16,18,21.0
2020,2,16,19,38.0
2020,2,16,20,52.0
2020,2,16,21,62.0
2020,2,16,22,49.0
2020,2,16,23,51.0
2020,2,17,0,49.0
2020,2,17,1,49.0
2020,2,17,2,48.0
2020,2,17,3,36.0
2020,2,17,4,16.0
2020,2,17,5,15.0
2020,2,17,6,24.0
2020,2,17,7,41.0
2020,2,17,8,36.0
2020,2,17,9,41.0
2020,2,17,10,37.0
2020,2,17,11,38.0
2020,2,17,12,30.0
2020,2,17,13,25.0
2020,2,17,14,27.0
2020,2,17,15,27.0
2020,2,17,16,27.0
2020,2,17,17,26.0
2020,2,17,18,35.0
2020,2,17,19,55.0
2020,2,17,20,62.0
2020,2,17,21,56.0
2020,2,17,22,48.0
2020,2,17,23,46.0
2020,2,18,0,39.0
2020,2,18,1,40.0
2020,2,18,2,28.0
2020,2,18,3,20.0
2020,2,18,4,18.0
2020,2,18,5,16.0
2020,2,18,6,26.0
2020,2,18,7,47.0
2020,2,18,8,69.0
2020,2,18,9,61.0
2020,2,18,10,56.0
2020,2,18,11,57.0
2020,2,18,12,62.0
2020,2,18,13,59.0
2020,2,18,14,37.0
2020,2,18,15,45.0
2020,2,18,16,47.0
2020,2,18,17,52.0
2020,2,18,18,54.0
2020,2,18,19,67.0
2020,2,18,20,75.0
2020,2,18,21,74.0
2020,2,18,22,60.0
2020,2,18,23,33.0
2020,2,19,0,28.0
2020,2,19,1,25.0
2020,2,19,2,21.0
2020,2,19,3,16.0
2020,2,19,4,22.0
2020,2,19,5,24.0
2020,2,19,6,33.0
2020,2,19,7,50.0
2020,2,19,8,80.0
2020,2,19,9,79.0
2020,2,19,10,74.0
2020,2,19,11,68.0
2020,2,19,12,54.0
2020,2,19,13,45.0
2020,2,19,14,41.0
2020,2,19,15,48.0
2020,2,19,16,56.0
2020,2,19,17,63.0
2020,2,19,18,68.0
2020,2,19,19,86.0
2020,2,19,20,106.0
2020,2,19,21,109.0
2020,2,19,22,105.0
2020,2,19,23,83.0
2020,2,20,0,72.0
2020,2,20,1,64.0
2020,2,20,2,59.0
2020,2,20,3,49.0
2020,2,20,4,48.0
2020,2,20,5,45.0
2020,2,20,6,43.0
2020,2,20,7,53.0
2020,2,20,8,78.0
2020,2,20,9,87.0
2020,2,20,10,92.0
2020,2,20,11,96.0
2020,2,20,12,76.0
2020,2,20,13,59.0
2020,2,20,14,64.0
2020,2,20,15,71.0
2020,2,20,16,77.0
2020,2,20,17,102.0
2020,2,20,18,93.0
2020,2,20,19,98.0
2020,2,20,20,114.0
2020,2,20,21,121.0
2020,2,20,22,98.0
2020,2,20,23,93.0
2020,2,21,0,77.0
2020,2,21,1,70.0
2020,2,21,2,39.0
2020,2,21,3,29.0
2020,2,21,4,31.0
2020,2,21,5,32.0
2020,2,21,6,44.0
2020,2,21,7,71.0
2020,2,21,8,94.0
2020,2,21,9,92.0
2020,2,21,10,84.0
2020,2,21,11,83.0
2020,2,21,12,66.0
2020,2,21,13,54.0
2020,2,21,14,39.0
2020,2,21,15,40.0
2020,2,21,16,45.0
2020,2,21,17,51.0
2020,2,21,18,68.0
2020,2,21,19,89.0
2020,2,21,20,116.0
2020,2,21,21,128.0
2020,2,21,22,115.0
2020,2,21,23,90.0
2020,2,22,0,81.0
2020,2,22,1,72.0
2020,2,22,2,63.0
2020,2,22,3,62.0
2020,2,22,4,56.0
2020,2,22,5,57.0
2020,2,22,6,61.0
2020,2,22,7,61.0
2020,2,22,8,58.0
2020,2,22,9,68.0
2020,2,22,10,79.0
2020,2,22,11,82.0
2020,2,22,12,70.0
2020,2,22,13,64.0
2020,2,22,14,65.0
2020,2,22,15,63.0
2020,2,22,16,57.0
2020,2,22,17,43.0
2020,2,22,18,64.0
2020,2,22,19,97.0
2020,2,22,20,115.0
2020,2,22,21,122.0
2020,2,22,22,126.0
2020,2,22,23,103.0
2020,2,23,0,64.0
2020,2,23,1,57.0
2020,2,23,2,62.0
2020,2,23,3,45.0
2020,2,23,4,32.0
2020,2,23,5,51.0
2020,2,23,6,35.0
2020,2,23,7,47.0
2020,2,23,8,58.0
2020,2,23,9,58.0
2020,2,23,10,56.0
2020,2,23,11,43.0
2020,2,23,12,55.0
2020,2,23,13,41.0
2020,2,23,14,34.0
2020,2,23,15,29.0
2020,2,23,16,24.0
2020,2,23,17,29.0
2020,2,23,18,36.0
2020,2,23,19,84.0
2020,2,23,20,103.0
2020,2,23,21,115.0
2020,2,23,22,121.0
2020,2,23,23,114.0
2020,2,24,0,85.0
2020,2,24,1,70.0
2020,2,24,2,63.0
2020,2,24,3,62.0
2020,2,24,4,53.0
2020,2,24,5,53.0
2020,2,24,6,56.0
2020,2,24,7,60.0
2020,2,24,8,84.0
2020,2,24,9,93.0
2020,2,24,10,89.0
2020,2,24,11,103.0
2020,2,24,12,91.0
2020,2,24,14,68.0
2020,2,24,15,28.0
2020,2,24,16,29.0
2020,2,24,17,34.0
2020,2,24,18,47.0
2020,2,24,19,80.0
2020,2,24,20,89.0
2020,2,24,21,79.0
2020,2,24,22,84.0
2020,2,24,23,91.0
2020,2,25,0,87.0
2020,2,25,1,74.0
2020,2,25,2,64.0
2020,2,25,3,48.0
2020,2,25,4,71.0
2020,2,25,5,59.0
2020,2,25,6,64.0
2020,2,25,7,73.0
2020,2,25,8,94.0
2020,2,25,9,108.0
2020,2,25,10,121.0
2020,2,25,11,112.0
2020,2,25,12,94.0
2020,2,25,13,40.0
2020,2,25,14,36.0
2020,2,25,15,37.0
2020,2,25,16,31.0
2020,2,25,17,31.0
2020,2,25,18,33.0
2020,2,25,19,25.0
2020,2,25,20,33.0
2020,2,25,21,28.0
2020,2,25,22,23.0
2020,2,25,23,28.0
2020,2,26,0,19.0
2020,2,26,1,21.0
2020,2,26,2,14.0
2020,2,26,3,10.0
2020,2,26,4,13.0
2020,2,26,5,18.0
2020,2,26,6,17.0
2020,2,26,7,44.0
2020,2,26,8,49.0
2020,2,26,9,52.0
2020,2,26,10,41.0
2020,2,26,11,36.0
2020,2,26,12,26.0
2020,2,26,13,27.0
2020,2,26,14,20.0
2020,2,26,15,21.0
2020,2,26,16,24.0
2020,2,26,17,30.0
2020,2,26,18,37.0
2020,2,26,19,40.0
2020,2,26,20,38.0
2020,2,26,21,38.0
2020,2,26,22,27.0
2020,2,26,23,22.0
2020,2,27,0,16.0
2020,2,27,1,17.0
2020,2,27,2,21.0
2020,2,27,3,12.0
2020,2,27,4,14.0
2020,2,27,5,16.0
2020,2,27,6,17.0
2020,2,27,7,39.0
2020,2,27,8,54.0
2020,2,27,9,39.0
2020,2,27,10,32.0
2020,2,27,11,33.0
2020,2,27,12,29.0
2020,2,27,13,26.0
2020,2,27,14,23.0
2020,2,27,15,17.0
2020,2,27,16,21.0
2020,2,27,17,29.0
2020,2,27,18,38.0
2020,2,27,19,37.0
2020,2,27,20,36.0
2020,2,27,21,45.0
2020,2,27,22,34.0
2020,2,27,23,32.0
2020,2,28,0,24.0
2020,2,28,1,25.0
2020,2,28,2,28.0
2020,2,28,3,20.0
2020,2,28,4,21.0
2020,2,28,5,43.0
2020,2,28,6,65.0
2020,2,28,7,73.0
2020,2,28,8,85.0
2020,2,28,9,84.0
2020,2,28,10,91.0
2020,2,28,11,97.0
2020,2,28,12,72.0
2020,2,28,13,62.0
2020,2,28,14,53.0
2020,2,28,15,39.0
2020,2,28,16,28.0
2020,2,28,17,25.0
2020,2,28,18,29.0
2020,2,28,19,59.0
2020,2,28,20,82.0
2020,2,28,21,97.0
2020,2,28,22,98.0
2020,2,28,23,87.0
2020,2,29,0,97.0
2020,2,29,1,79.0
2020,2,29,2,64.0
2020,2,29,3,27.0
2020,2,29,4,19.0
2020,2,29,5,19.0
2020,2,29,6,16.0
2020,2,29,7,18.0
2020,2,29,8,13.0
2020,2,29,9,14.0
2020,2,29,10,17.0
2020,2,29,11,17.0
2020,2,29,12,13.0
2020,2,29,13,15.0
2020,2,29,14,12.0
2020,2,29,15,11.0
2020,2,29,16,12.0
2020,2,29,17,13.0
2020,2,29,18,15.0
2020,2,29,19,16.0
2020,2,29,20,19.0
2020,2,29,21,18.0
2020,2,29,22,16.0
2020,2,29,23,13.0
2020,3,1,0,12.0
2020,3,1,1,12.0
2020,3,1,2,12.0
2020,3,1,3,8.0
2020,3,1,4,8.0
2020,3,1,5,7.0
2020,3,1,6,9.0
2020,3,1,7,11.0
2020,3,1,8,14.0
2020,3,1,9,12.0
2020,3,1,10,12.0
2020,3,1,11,15.0
2020,3,1,12,14.0
2020,3,1,13,12.0
2020,3,1,14,13.0
2020,3,1,15,12.0
2020,3,1,16,10.0
2020,3,1,17,13.0
2020,3,1,18,16.0
2020,3,1,19,21.0
2020,3,1,20,18.0
2020,3,1,21,15.0
2020,3,1,22,15.0
2020,3,1,23,11.0
2020,3,2,0,6.0
2020,3,2,1,5.0
2020,3,2,2,5.0
2020,3,2,3,4.0
2020,3,2,4,4.0
2020,3,2,5,4.0
2020,3,2,6,7.0
2020,3,2,7,22.0
2020,3,2,8,29.0
2020,3,2,9,26.0
2020,3,2,10,24.0
2020,3,2,11,26.0
2020,3,2,12,19.0
2020,3,2,13,22.0
2020,3,2,14,23.0
2020,3,2,15,24.0
2020,3,2,16,24.0
2020,3,2,17,24.0
2020,3,2,18,25.0
2020,3,2,19,34.0
2020,3,2,20,31.0
2020,3,2,21,32.0
2020,3,2,22,16.0
2020,3,2,23,15.0
2020,3,3,0,10.0
2020,3,3,1,11.0
2020,3,3,2,16.0
2020,3,3,3,7.0
2020,3,3,4,9.0
2020,3,3,5,12.0
2020,3,3,6,20.0
2020,3,3,7,31.0
2020,3,3,8,38.0
2020,3,3,9,31.0
2020,3,3,10,27.0
2020,3,3,11,25.0
2020,3,3,12,16.0
2020,3,3,13,25.0
2020,3,3,14,19.0
2020,3,3,15,18.0
2020,3,3,16,17.0
2020,3,3,17,19.0
2020,3,3,18,25.0
2020,3,3,19,27.0
2020,3,3,20,25.0
2020,3,3,21,25.0
2020,3,3,22,23.0
2020,3,3,23,24.0
2020,3,4,0,14.0
2020,3,4,1,15.0
2020,3,4,2,16.0
2020,3,4,3,8.0
2020,3,4,4,8.0
2020,3,4,5,10.0
2020,3,4,6,14.0
2020,3,4,7,22.0
2020,3,4,8,45.0
2020,3,4,9,32.0
2020,3,4,10,23.0
2020,3,4,11,29.0
2020,3,4,12,18.0
2020,3,4,13,16.0
2020,3,4,14,17.0
2020,3,4,15,17.0
2020,3,4,16,19.0
2020,3,4,17,21.0
2020,3,4,18,33.0
2020,3,4,19,38.0
2020,3,4,20,33.0
2020,3,4,21,36.0
2020,3,4,22,36.0
2020,3,4,23,32.0
2020,3,5,0,16.0
2020,3,5,1,14.0
2020,3,5,2,14.0
2020,3,5,3,8.0
2020,3,5,4,7.0
2020,3,5,5,8.0
2020,3,5,6,10.0
2020,3,5,7,17.0
2020,3,5,8,24.0
2020,3,5,9,23.0
2020,3,5,10,18.0
2020,3,5,11,18.0
2020,3,5,12,25.0
2020,3,5,13,21.0
2020,3,5,14,19.0
2020,3,5,15,24.0
2020,3,5,16,20.0
2020,3,5,17,23.0
2020,3,5,18,28.0
2020,3,5,19,29.0
2020,3,5,20,29.0
2020,3,5,21,22.0
2020,3,5,22,23.0
2020,3,5,23,17.0
2020,3,6,0,14.0
2020,3,6,1,13.0
2020,3,6,2,15.0
2020,3,6,3,9.0
2020,3,6,4,6.0
2020,3,6,5,7.0
2020,3,6,6,13.0
2020,3,6,7,34.0
2020,3,6,8,37.0
2020,3,6,9,33.0
2020,3,6,10,25.0
2020,3,6,11,29.0
2020,3,6,12,23.0
2020,3,6,13,24.0
2020,3,6,14,24.0
2020,3,6,15,22.0
2020,3,6,16,22.0
2020,3,6,17,22.0
2020,3,6,18,24.0
2020,3,6,19,35.0
2020,3,6,20,32.0
2020,3,6,21,36.0
2020,3,6,22,40.0
2020,3,6,23,34.0
2020,3,7,0,35.0
2020,3,7,1,23.0
2020,3,7,2,23.0
2020,3,7,3,21.0
2020,3,7,4,23.0
2020,3,7,5,28.0
2020,3,7,6,20.0
2020,3,7,7,29.0
2020,3,7,8,33.0
2020,3,7,9,35.0
2020,3,7,10,21.0
2020,3,7,11,16.0
2020,3,7,12,27.0
2020,3,7,13,25.0
2020,3,7,14,21.0
2020,3,7,15,15.0
2020,3,7,16,12.0
2020,3,7,17,13.0
2020,3,7,18,15.0
2020,3,7,19,33.0
2020,3,7,20,45.0
2020,3,7,21,54.0
2020,3,7,22,62.0
2020,3,7,23,83.0
2020,3,8,0,77.0
2020,3,8,1,67.0
2020,3,8,2,57.0
2020,3,8,3,52.0
2020,3,8,4,51.0
2020,3,8,5,60.0
2020,3,8,6,42.0
2020,3,8,7,41.0
2020,3,8,8,40.0
2020,3,8,9,36.0
2020,3,8,10,32.0
2020,3,8,11,34.0
2020,3,8,12,35.0
2020,3,8,13,37.0
2020,3,8,14,26.0
2020,3,8,15,20.0
2020,3,8,16,17.0
2020,3,8,17,14.0
2020,3,8,18,21.0
2020,3,8,19,38.0
2020,3,8,20,41.0
2020,3,8,21,37.0
2020,3,8,22,29.0
2020,3,8,23,16.0
2020,3,9,0,12.0
2020,3,9,1,14.0
2020,3,9,2,14.0
2020,3,9,3,7.0
2020,3,9,4,8.0
2020,3,9,5,10.0
2020,3,9,6,21.0
2020,3,9,7,39.0
2020,3,9,8,58.0
2020,3,9,9,65.0
2020,3,9,10,47.0
2020,3,9,11,47.0
2020,3,9,12,39.0
2020,3,9,13,28.0
2020,3,9,14,21.0
2020,3,9,15,34.0
2020,3,9,16,48.0
2020,3,9,17,66.0
2020,3,9,18,52.0
2020,3,9,19,46.0
2020,3,9,20,57.0
2020,3,9,21,76.0
2020,3,9,22,76.0
2020,3,9,23,87.0
2020,3,10,0,98.0
2020,3,10,1,99.0
2020,3,10,2,98.0
2020,3,10,3,89.0
2020,3,10,4,76.0
2020,3,10,5,66.0
2020,3,10,6,49.0
2020,3,10,7,85.0
2020,3,10,8,86.0
2020,3,10,9,101.0
2020,3,10,10,75.0
2020,3,10,11,77.0
2020,3,10,12,68.0
2020,3,10,13,65.0
2020,3,10,14,48.0
2020,3,10,15,34.0
2020,3,10,16,19.0
2020,3,10,17,31.0
2020,3,10,18,34.0
2020,3,10,19,48.0
2020,3,10,20,61.0
2020,3,10,21,42.0
2020,3,10,22,39.0
2020,3,10,23,46.0
2020,3,11,0,76.0
2020,3,11,1,93.0
2020,3,11,2,77.0
2020,3,11,3,76.0
2020,3,11,4,56.0
2020,3,11,5,57.0
2020,3,11,6,55.0
2020,3,11,7,72.0
2020,3,11,8,74.0
2020,3,11,9,87.0
2020,3,11,10,76.0
2020,3,11,11,83.0
2020,3,11,12,64.0
2020,3,11,13,58.0
2020,3,11,14,48.0
2020,3,11,15,46.0
2020,3,11,16,42.0
2020,3,11,17,38.0
2020,3,11,18,48.0
2020,3,11,19,88.0
2020,3,11,20,90.0
2020,3,11,21,108.0
2020,3,11,22,114.0
2020,3,11,23,101.0
2020,3,12,0,82.0
2020,3,12,1,72.0
2020,3,12,2,63.0
2020,3,12,3,58.0
2020,3,12,4,46.0
2020,3,12,5,49.0
2020,3,12,6,54.0
2020,3,12,7,67.0
2020,3,12,8,76.0
2020,3,12,9,71.0
2020,3,12,10,70.0
2020,3,12,11,61.0
2020,3,12,12,55.0
2020,3,12,13,62.0
2020,3,12,14,55.0
2020,3,12,15,46.0
2020,3,12,16,34.0
2020,3,12,17,38.0
2020,3,12,18,50.0
2020,3,12,19,70.0
2020,3,12,20,84.0
2020,3,12,21,97.0
2020,3,12,22,77.0
2020,3,12,23,61.0
2020,3,13,0,57.0
2020,3,13,1,98.0
2020,3,13,2,88.0
2020,3,13,3,74.0
2020,3,13,4,64.0
2020,3,13,5,48.0
2020,3,13,6,44.0
2020,3,13,7,51.0
2020,3,13,8,57.0
2020,3,13,9,54.0
2020,3,13,10,39.0
2020,3,13,11,40.0
2020,3,13,12,43.0
2020,3,13,13,36.0
2020,3,13,14,30.0
2020,3,13,15,25.0
2020,3,13,16,23.0
2020,3,13,17,17.0
2020,3,13,18,16.0
2020,3,13,19,20.0
2020,3,13,20,33.0
2020,3,13,21,44.0
2020,3,13,22,41.0
2020,3,13,23,27.0
2020,3,14,0,19.0
2020,3,14,1,25.0
2020,3,14,2,15.0
2020,3,14,3,16.0
2020,3,14,4,19.0
2020,3,14,5,20.0
2020,3,14,6,24.0
2020,3,14,7,36.0
2020,3,14,8,35.0
2020,3,14,9,26.0
2020,3,14,10,27.0
2020,3,14,11,21.0
2020,3,14,12,20.0
2020,3,14,13,15.0
2020,3,14,14,14.0
2020,3,14,15,13.0
2020,3,14,16,9.0
2020,3,14,17,10.0
2020,3,14,18,11.0
2020,3,14,19,19.0
2020,3,14,20,34.0
2020,3,14,21,47.0
2020,3,14,22,57.0
2020,3,14,23,50.0
2020,3,15,0,27.0
2020,3,15,1,22.0
2020,3,15,2,25.0
2020,3,15,3,15.0
2020,3,15,4,13.0
2020,3,15,5,23.0
2020,3,15,6,28.0
2020,3,15,7,33.0
2020,3,15,8,32.0
2020,3,15,9,27.0
2020,3,15,10,18.0
2020,3,15,11,17.0
2020,3,15,12,13.0
2020,3,15,13,10.0
2020,3,15,14,9.0
2020,3,15,15,8.0
2020,3,15,16,7.0
2020,3,15,17,6.0
2020,3,15,18,9.0
2020,3,15,19,12.0
2020,3,15,20,26.0
2020,3,15,21,20.0
2020,3,15,22,12.0
2020,3,15,23,8.0
2020,3,16,0,7.0
2020,3,16,1,9.0
2020,3,16,2,8.0
2020,3,16,3,6.0
2020,3,16,4,6.0
2020,3,16,5,5.0
2020,3,16,6,8.0
2020,3,16,7,22.0
2020,3,16,8,32.0
2020,3,16,9,37.0
2020,3,16,10,21.0
2020,3,16,11,20.0
2020,3,16,12,20.0
2020,3,16,13,22.0
2020,3,16,14,21.0
2020,3,16,15,21.0
2020,3,16,16,17.0
2020,3,16,17,17.0
2020,3,16,18,28.0
2020,3,16,19,20.0
2020,3,16,20,20.0
2020,3,16,21,23.0
2020,3,16,22,23.0
2020,3,16,23,16.0
2020,3,17,0,12.0
2020,3,17,1,13.0
2020,3,17,2,8.0
2020,3,17,3,10.0
2020,3,17,4,9.0
2020,3,17,5,9.0
2020,3,17,6,14.0
2020,3,17,7,37.0
2020,3,17,9,55.0
2020,3,17,10,54.0
2020,3,17,11,35.0
2020,3,17,12,28.0
2020,3,17,13,24.0
2020,3,17,14,20.0
2020,3,17,15,16.0
2020,3,17,16,15.0
2020,3,17,17,18.0
2020,3,17,18,22.0
2020,3,17,19,25.0
2020,3,17,20,20.0
2020,3,17,21,19.0
2020,3,17,22,17.0
2020,3,17,23,15.0
2020,3,18,0,11.0
2020,3,18,1,9.0
2020,3,18,2,7.0
2020,3,18,3,9.0
2020,3,18,4,9.0
2020,3,18,5,10.0
2020,3,18,6,17.0
2020,3,18,7,26.0
2020,3,18,8,45.0
2020,3,18,9,34.0
2020,3,18,10,37.0
2020,3,18,11,38.0
2020,3,18,12,39.0
2020,3,18,13,38.0
2020,3,18,14,41.0
2020,3,18,15,42.0
2020,3,18,16,40.0
2020,3,18,17,38.0
2020,3,18,18,39.0
2020,3,18,19,47.0
2020,3,18,20,56.0
2020,3,18,21,61.0
2020,3,18,22,61.0
2020,3,18,23,67.0
2020,3,19,0,57.0
2020,3,19,1,22.0
2020,3,19,2,20.0
2020,3,19,3,32.0
2020,3,19,4,31.0
2020,3,19,5,23.0
2020,3,19,6,15.0
2020,3,19,7,29.0
2020,3,19,8,38.0
2020,3,19,9,41.0
2020,3,19,10,24.0
2020,3,19,11,14.0
2020,3,19,12,16.0
2020,3,19,13,16.0
2020,3,19,14,14.0
2020,3,19,15,12.0
2020,3,19,16,12.0
2020,3,19,17,13.0
2020,3,19,18,14.0
2020,3,19,19,20.0
2020,3,19,20,13.0
2020,3,19,21,16.0
2020,3,19,22,14.0
2020,3,19,23,13.0
2020,3,20,0,12.0
2020,3,20,1,7.0
2020,3,20,2,6.0
2020,3,20,3,11.0
2020,3,20,4,8.0
2020,3,20,5,6.0
2020,3,20,6,12.0
2020,3,20,7,23.0
2020,3,20,8,27.0
2020,3,20,9,24.0
2020,3,20,10,18.0
2020,3,20,11,20.0
2020,3,20,12,26.0
2020,3,20,13,23.0
2020,3,20,14,19.0
2020,3,20,15,18.0
2020,3,20,16,15.0
2020,3,20,17,20.0
2020,3,20,18,22.0
2020,3,20,19,20.0
2020,3,20,20,20.0
2020,3,20,21,23.0
2020,3,20,22,26.0
2020,3,20,23,18.0
2020,3,21,0,12.0
2020,3,21,1,8.0
2020,3,21,2,7.0
2020,3,21,3,7.0
2020,3,21,4,8.0
2020,3,21,5,9.0
2020,3,21,6,13.0
2020,3,21,7,17.0
2020,3,21,8,23.0
2020,3,21,9,17.0
2020,3,21,10,20.0
2020,3,21,11,19.0
2020,3,21,12,18.0
2020,3,21,13,14.0
2020,3,21,14,12.0
2020,3,21,15,11.0
2020,3,21,16,16.0
2020,3,21,17,12.0
2020,3,21,18,12.0
2020,3,21,19,20.0
2020,3,21,20,25.0
2020,3,21,21,24.0
2020,3,21,22,19.0
2020,3,21,23,14.0
2020,3,22,0,7.0
2020,3,22,1,6.0
2020,3,22,2,7.0
2020,3,22,3,7.0
2020,3,22,4,9.0
2020,3,22,5,15.0
2020,3,22,6,10.0
2020,3,22,7,15.0
2020,3,22,8,17.0
2020,3,22,9,13.0
2020,3,22,10,11.0
2020,3,22,11,9.0
2020,3,22,12,9.0
2020,3,22,13,9.0
2020,3,22,14,10.0
2020,3,22,15,11.0
2020,3,22,16,12.0
2020,3,22,17,12.0
2020,3,22,18,11.0
2020,3,22,19,17.0
2020,3,22,20,26.0
2020,3,22,21,12.0
2020,3,22,22,17.0
2020,3,22,23,20.0
2020,3,23,0,17.0
2020,3,23,1,13.0
2020,3,23,2,10.0
2020,3,23,3,9.0
2020,3,23,4,11.0
2020,3,23,5,9.0
2020,3,23,6,15.0
2020,3,23,7,38.0
2020,3,23,8,39.0
2020,3,23,9,36.0
2020,3,23,10,25.0
2020,3,23,11,24.0
2020,3,23,12,20.0
2020,3,23,13,14.0
2020,3,23,14,20.0
2020,3,23,15,15.0
2020,3,23,16,15.0
2020,3,23,17,16.0
2020,3,23,18,22.0
2020,3,23,19,28.0
2020,3,23,20,33.0
2020,3,23,21,41.0
2020,3,23,22,29.0
2020,3,23,23,20.0
2020,3,24,0,15.0
2020,3,24,1,12.0
2020,3,24,2,10.0
2020,3,24,3,11.0
2020,3,24,4,7.0
2020,3,24,5,7.0
2020,3,24,6,10.0
2020,3,24,7,18.0
2020,3,24,8,28.0
2020,3,24,9,22.0
2020,3,24,10,17.0
2020,3,24,11,14.0
2020,3,24,12,13.0
2020,3,24,13,15.0
2020,3,24,14,16.0
2020,3,24,15,17.0
2020,3,24,16,22.0
2020,3,24,17,17.0
2020,3,24,18,22.0
2020,3,24,19,19.0
2020,3,24,20,15.0
2020,3,24,21,17.0
2020,3,24,22,15.0
2020,3,24,23,12.0
2020,3,25,0,9.0
2020,3,25,1,7.0
2020,3,25,2,12.0
2020,3,25,3,11.0
2020,3,25,4,7.0
2020,3,25,5,6.0
2020,3,25,6,11.0
2020,3,25,7,27.0
2020,3,25,8,24.0
2020,3,25,9,19.0
2020,3,25,10,16.0
2020,3,25,11,27.0
2020,3,25,12,13.0
2020,3,25,13,13.0
2020,3,25,14,10.0
2020,3,25,15,8.0
2020,3,25,16,6.0
2020,3,25,17,7.0
2020,3,25,18,9.0
2020,3,25,19,20.0
2020,3,25,20,17.0
2020,3,25,21,16.0
2020,3,25,22,22.0
2020,3,25,23,30.0
2020,3,26,0,33.0
2020,3,26,1,36.0
2020,3,26,2,33.0
2020,3,26,3,16.0
2020,3,26,4,24.0
2020,3,26,5,39.0
2020,3,26,6,33.0
2020,3,26,7,62.0
2020,3,26,8,53.0
2020,3,26,9,40.0
2020,3,26,10,31.0
2020,3,26,11,31.0
2020,3,26,12,26.0
2020,3,26,13,30.0
2020,3,26,14,23.0
2020,3,26,15,15.0
2020,3,26,16,15.0
2020,3,26,17,14.0
2020,3,26,18,14.0
2020,3,26,19,18.0
2020,3,26,20,17.0
2020,3,26,21,20.0
2020,3,26,22,20.0
2020,3,26,23,13.0
2020,3,27,0,11.0
2020,3,27,1,8.0
2020,3,27,2,7.0
2020,3,27,3,8.0
2020,3,27,4,6.0
2020,3,27,5,6.0
2020,3,27,6,8.0
2020,3,27,7,16.0
2020,3,27,8,30.0
2020,3,27,9,30.0
2020,3,27,10,27.0
2020,3,27,11,23.0
2020,3,27,12,19.0
2020,3,27,13,19.0
2020,3,27,14,15.0
2020,3,27,15,13.0
2020,3,27,16,11.0
2020,3,27,17,11.0
2020,3,27,18,11.0
2020,3,27,19,15.0
2020,3,27,20,16.0
2020,3,27,21,25.0
2020,3,27,22,26.0
2020,3,27,23,26.0
2020,3,28,0,31.0
2020,3,28,1,30.0
2020,3,28,2,18.0
2020,3,28,3,20.0
2020,3,28,4,27.0
2020,3,28,5,26.0
2020,3,28,6,20.0
2020,3,28,7,26.0
2020,3,28,8,22.0
2020,3,28,9,20.0
2020,3,28,10,17.0
2020,3,28,11,14.0
2020,3,28,12,11.0
2020,3,28,13,10.0
2020,3,28,14,10.0
2020,3,28,15,8.0
2020,3,28,16,7.0
2020,3,28,17,8.0
2020,3,28,18,10.0
2020,3,28,19,13.0
2020,3,28,20,19.0
2020,3,28,21,22.0
2020,3,28,22,23.0
2020,3,28,23,26.0
2020,3,29,0,28.0
2020,3,29,1,21.0
2020,3,29,3,44.0
2020,3,29,4,43.0
2020,3,29,5,35.0
2020,3,29,6,32.0
2020,3,29,7,35.0
2020,3,29,8,45.0
2020,3,29,9,32.0
2020,3,29,10,33.0
2020,3,29,11,30.0
2020,3,29,12,23.0
2020,3,29,13,17.0
2020,3,29,14,10.0
2020,3,29,15,6.0
2020,3,29,16,4.0
2020,3,29,17,4.0
2020,3,29,18,4.0
2020,3,29,19,7.0
2020,3,29,20,10.0
2020,3,29,21,14.0
2020,3,29,22,17.0
2020,3,29,23,16.0
2020,3,30,0,11.0
2020,3,30,1,9.0
2020,3,30,2,9.0
2020,3,30,3,10.0
2020,3,30,4,10.0
2020,3,30,5,8.0
2020,3,30,6,9.0
2020,3,30,7,15.0
2020,3,30,8,18.0
2020,3,30,9,18.0
